"S S K S S";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S K) S S";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"Nothing";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"S S (K S) S";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S K (S S)";"S (S S) (K (S S))";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
((\u v.u) ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v w.
 u (\x y z.y z (x y z)) v w (v (u (\x y z.y z (x y z)) v) w))";"((((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c)
 ->
 ((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"((((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c)
 ->
 ((d -> e -> f) -> d -> e) -> d -> e -> f)
->
((d -> e -> f) -> d -> e) -> d -> f";"Nothing";"((((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c)
 ->
 ((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c"
"S (S K S) S";"S (S K S) S";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w)))
(\u v w.u w (v w))";"(\u.u (\v w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (K S)) S";"S (S (K S)) S";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w))))
(\u v w.u w (v w))";"(\u v w.u (\x y.u y (x y)) w (v w))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S K) (S S)";"S (S K) (S S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))
((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w.v w (u v w))";"Nothing";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"Nothing";"Nothing"
"S S (K S S)";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S (K (S S))";"S S (K (S S))";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v.u) ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.u v (\w x.w x (v w x)))";"(((a -> b -> c) -> a -> b) -> ((a -> b -> c) -> a -> c) -> d)
->
((a -> b -> c) -> a -> b) -> d";"(((a -> b -> c) -> a -> b) -> ((a -> b -> c) -> a -> c) -> d)
->
((a -> b -> c) -> a -> b) -> d";"(((a -> b -> c) -> a -> b) -> ((a -> b -> c) -> a -> c) -> d)
->
((a -> b -> c) -> a -> b) -> d";"(((a -> b -> c) -> a -> b) -> ((a -> b -> c) -> a -> c) -> d)
->
((a -> b -> c) -> a -> b) -> d"
"S (S K S S)";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"S (S (K S) S)";"S (S (K S) S)";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))
 (\u v w.u w (v w)))";"(\u v w.v (u v w) (w (u v w)))";"((a -> b -> c) -> (a -> b) -> a) -> (a -> b -> c) -> (a -> b) -> c";"((a -> b -> c) -> (a -> b) -> a) -> (a -> b -> c) -> (a -> b) -> c";"((a -> b -> c) -> (a -> b) -> a) -> (a -> b -> c) -> (a -> b) -> c";"((a -> b -> c) -> (a -> b) -> a) -> (a -> b -> c) -> (a -> b) -> c"
"S (S K (S S))";"S (S K (S S))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v.u)
 ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.v (u v))";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> b";"((a -> b) -> a) -> (a -> b) -> b";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> b";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> b"
"S (S (K S S))";"S (S S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w.u v w (v (u v) w))";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c"
"S (S (K (S S)))";"S (S (K (S S)))";"(\u v w.u w (v w))
((\u v w.u w (v w))
 ((\u v.u) ((\u v w.u w (v w)) (\u v w.u w (v w)))))";"(\u v w x.w x (v (u v) w x))";"((a -> (b -> c -> d) -> b -> c) -> a)
->
(a -> (b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"((a -> (b -> c -> d) -> b -> c) -> a)
->
(a -> (b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"((a -> (b -> c -> d) -> b -> c) -> a)
->
(a -> (b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"((a -> (b -> c -> d) -> b -> c) -> a)
->
(a -> (b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d"
"S S S K K";"K";"(\u v.u)";"(\u v.u)";"a -> b -> a";"a -> b -> a";"Nothing";"a -> b -> a"
"S (S S) K K";"S (K K) (K (K K))";"(\u v w.u w (v w)) ((\u v.u) (\u v.u))
((\u v.u) ((\u v.u) (\u v.u)))";"(\u v w x y.x)";"a -> b -> c -> d -> e -> d";"a -> b -> c -> d -> e -> d";"Nothing";"a -> b -> c -> d -> e -> d"
"S S (S K) K";"S K (S K K)";"(\u v w.u w (v w)) (\u v.u) ((\u v w.u w (v w)) (\u v.u) (\u v.u))";"(\u.u)";"a -> a";"a -> a";"a -> b";"a -> a"
"S S S (K K)";"S (K K) (S (K K))";"(\u v w.u w (v w)) ((\u v.u) (\u v.u))
((\u v w.u w (v w)) ((\u v.u) (\u v.u)))";"(\u v w x.u w)";"(a -> b) -> c -> a -> d -> b";"(a -> b) -> c -> a -> d -> b";"Nothing";"(a -> b) -> c -> a -> d -> b"
"S (S S K) K";"S (S S K) K";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u))
(\u v.u)";"(\u.u (\v.u) u)";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S K)) K";"S (S (S K)) K";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u)))
(\u v.u)";"(\u.u (\v.u))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S) (K K)";"S (S S) (K K)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
((\u v.u) (\u v.u))";"(\u v.v)";"((a -> b -> a) -> a -> b) -> a -> a";"a -> b -> b";"((a -> b -> a) -> a -> b) -> a -> a";"((a -> b -> a) -> a -> b) -> a -> a"
"S S (S K K)";"S S (S K K)";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) (\u v.u) (\u v.u))";"(\u v.u v (u v))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S (S (K K))";"S S (S (K K))";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v.u) (\u v.u)))";"(\u v.u v (\w.u v))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S K K)";"S (S K (K K))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v.u) ((\u v.u) (\u v.u)))";"(\u v.v (u v))";"(a -> b) -> a -> c";"((a -> b) -> a) -> (a -> b) -> b";"Nothing";"(a -> b) -> a -> c"
"S (S (S K) K)";"S (S (S K) K)";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u)) (\u v.u))";"(\u v.v)";"Nothing";"a -> b -> b";"Nothing";"Nothing"
"S (S S (K K))";"S (S S (K K))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w)) ((\u v.u) (\u v.u)))";"(\u v.v (u v) (\w.u v))";"((a -> (b -> a) -> c) -> a) -> (a -> (b -> a) -> c) -> c";"((a -> (b -> a) -> c) -> a) -> (a -> (b -> a) -> c) -> c";"((a -> (b -> a) -> c) -> a) -> (a -> (b -> a) -> c) -> c";"((a -> (b -> a) -> c) -> a) -> (a -> (b -> a) -> c) -> c"
"S (S (S K K))";"S (S (S K K))";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u) (\u v.u)))";"(\u v.u v (v (u v)))";"((a -> b) -> a) -> (a -> b) -> c";"(((a -> b) -> a) -> a -> b) -> ((a -> b) -> a) -> b";"((a -> b) -> a) -> (a -> b) -> c";"((a -> b) -> a) -> (a -> b) -> c"
"S (S (S (K K)))";"S (S (S (K K)))";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) ((\u v.u) (\u v.u))))";"(\u v w.u v (v (u v)))";"(((a -> b) -> a) -> a -> b) -> ((a -> b) -> a) -> c -> b";"(((a -> b) -> a) -> a -> b) -> ((a -> b) -> a) -> c -> b";"(((a -> b) -> a) -> a -> b) -> ((a -> b) -> a) -> c -> b";"(((a -> b) -> a) -> a -> b) -> ((a -> b) -> a) -> c -> b"
"S S S K S";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"Nothing";"(a -> b -> c) -> (a -> b) -> a -> c"
"S (S S) K S";"S (K S) (S (K S))";"(\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))
((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w))))";"(\u v w x.u w x (v w x))";"(a -> b -> c -> d) -> (a -> b -> c) -> a -> b -> d";"(a -> b -> c -> d) -> (a -> b -> c) -> a -> b -> d";"Nothing";"(a -> b -> c -> d) -> (a -> b -> c) -> a -> b -> d"
"S S (S K) S";"S S (S K S)";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w)))";"(\u v.u v (u v))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S S (K S)";"S (K S) (S (K S))";"(\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))
((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w))))";"(\u v w x.u w x (v w x))";"(a -> b -> c -> d) -> (a -> b -> c) -> a -> b -> d";"(a -> b -> c -> d) -> (a -> b -> c) -> a -> b -> d";"Nothing";"(a -> b -> c -> d) -> (a -> b -> c) -> a -> b -> d"
"S (S S K) S";"S (S S K) S";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u))
(\u v w.u w (v w))";"(\u.u (\v w.u w (v w)) u)";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S K)) S";"S (S (S K)) S";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u)))
(\u v w.u w (v w))";"(\u.u (\v w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S) (K S)";"S (S S) (K S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
((\u v.u) (\u v w.u w (v w)))";"(\u v w.v w (u (\x y z.x z (y z)) v w))";"(((a -> b -> c) -> (a -> b) -> a -> c) -> (a -> b -> c) -> a -> b)
->
(a -> b -> c) -> a -> c";"(((a -> b -> c) -> (a -> b) -> a -> c) -> (d -> e -> f) -> d -> e)
->
(d -> e -> f) -> d -> f";"(((a -> b -> c) -> (a -> b) -> a -> c) -> (a -> b -> c) -> a -> b)
->
(a -> b -> c) -> a -> c";"(((a -> b -> c) -> (a -> b) -> a -> c) -> (a -> b -> c) -> a -> b)
->
(a -> b -> c) -> a -> c"
"S S (S K S)";"S S (S K S)";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w)))";"(\u v.u v (u v))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S (S (K S))";"S S (S (K S))";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w))))";"(\u v.u v (\w x.u v x (w x)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S K S)";"S (S S (K S))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v.u) (\u v w.u w (v w))))";"(\u v.v (u v) (\w x.u v x (w x)))";"(((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> a -> b -> c)
->
((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> d";"(((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> a -> b -> c)
->
((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> d";"Nothing";"(((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> a -> b -> c)
->
((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> d"
"S (S (S K) S)";"S (S (S K) S)";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))
 (\u v w.u w (v w)))";"(\u v w.v w (u v w))";"Nothing";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"Nothing";"Nothing"
"S (S S (K S))";"S (S S (K S))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v.u) (\u v w.u w (v w))))";"(\u v.v (u v) (\w x.u v x (w x)))";"(((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> a -> b -> c)
->
((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> d";"(((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> a -> b -> c)
->
((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> d";"(((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> a -> b -> c)
->
((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> d";"(((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> a -> b -> c)
->
((a -> b -> c) -> ((a -> b) -> a -> c) -> d) -> d"
"S (S (S K S))";"S (S (S K S))";"(\u v w.u w (v w))
((\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w))))";"(\u v.u v (v (u v)))";"(((a -> b -> c) -> a) -> a -> b -> c)
->
((a -> b -> c) -> a) -> b -> c";"(((a -> b) -> a) -> a -> b) -> ((a -> b) -> a) -> b";"(((a -> b -> c) -> a) -> a -> b -> c)
->
((a -> b -> c) -> a) -> b -> c";"(((a -> b -> c) -> a) -> a -> b -> c)
->
((a -> b -> c) -> a) -> b -> c"
"S (S (S (K S)))";"S (S (S (K S)))";"(\u v w.u w (v w))
((\u v w.u w (v w))
 ((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))))";"(\u v w x.u v (v (u v)) x (w x))";"(((a -> b -> c -> d) -> a) -> a -> b -> c -> d)
->
((a -> b -> c -> d) -> a) -> (b -> c) -> b -> d";"(((a -> b -> c -> d) -> a) -> a -> b -> c -> d)
->
((a -> b -> c -> d) -> a) -> (b -> c) -> b -> d";"(((a -> b -> c -> d) -> a) -> a -> b -> c -> d)
->
((a -> b -> c -> d) -> a) -> (b -> c) -> b -> d";"(((a -> b -> c -> d) -> a) -> a -> b -> c -> d)
->
((a -> b -> c -> d) -> a) -> (b -> c) -> b -> d"
"S S S S K";"S K (S S K)";"(\u v w.u w (v w)) (\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u))";"(\u.u)";"Nothing";"a -> a";"Nothing";"Nothing"
"S (S S) S K";"S (S K) (K (S K))";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))
((\u v.u) ((\u v w.u w (v w)) (\u v.u)))";"(\u v w.w)";"(((a -> b) -> a -> a) -> c) -> (a -> b) -> a -> a";"a -> b -> c -> c";"Nothing";"(((a -> b) -> a -> a) -> c) -> (a -> b) -> a -> a"
"S S (S S) K";"S K (S S K)";"(\u v w.u w (v w)) (\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u))";"(\u.u)";"Nothing";"a -> a";"Nothing";"Nothing"
"S S S (S K)";"S (S K) (S (S K))";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u)))";"(\u v.u v)";"Nothing";"(a -> b) -> a -> b";"Nothing";"Nothing"
"S (S S S) K";"S (S S S) K";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w)))
(\u v.u)";"(\u.u (\v.u) (\v.u v u))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S S)) K";"S (S (S S)) K";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w))))
(\u v.u)";"(\u v.u (\w.u) v (u v))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S) (S K)";"S (S S) (S K)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
((\u v w.u w (v w)) (\u v.u))";"(\u v.v (u (\w.w) v))";"Nothing";"((a -> a) -> (b -> c) -> b) -> (b -> c) -> c";"Nothing";"Nothing"
"S S (S S K)";"S S (S S K)";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u))";"(\u v.u v (u v u))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S (S (S K))";"S S (S (S K))";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u)))";"(\u v.u v (u v))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S S K)";"S (S K (S K))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v.u) ((\u v w.u w (v w)) (\u v.u)))";"(\u v.v (u v))";"((a -> b) -> a) -> (a -> b) -> b";"((a -> b) -> a) -> (a -> b) -> b";"Nothing";"((a -> b) -> a) -> (a -> b) -> b"
"S (S (S S) K)";"S (S (S S) K)";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
 (\u v.u))";"(\u v.v (v (\w.v) (u v)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S (S K))";"S (S S (S K))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v.u)))";"(\u v.v (u v) (u v))";"((a -> a -> b) -> a) -> (a -> a -> b) -> b";"((a -> a -> b) -> a) -> (a -> a -> b) -> b";"((a -> a -> b) -> a) -> (a -> a -> b) -> b";"((a -> a -> b) -> a) -> (a -> a -> b) -> b"
"S (S (S S K))";"S (S (S S K))";"(\u v w.u w (v w))
((\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u)))";"(\u v.u v (v (u v)) (u v))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S (S K)))";"S (S (S (S K)))";"(\u v w.u w (v w))
((\u v w.u w (v w))
 ((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))))";"(\u v.u v (v (u v)))";"((((a -> b) -> a) -> a -> b) -> (a -> b) -> a)
->
(((a -> b) -> a) -> a -> b) -> a";"(((a -> b) -> a) -> a -> b) -> ((a -> b) -> a) -> b";"((((a -> b) -> a) -> a -> b) -> (a -> b) -> a)
->
(((a -> b) -> a) -> a -> b) -> a";"((((a -> b) -> a) -> a -> b) -> (a -> b) -> a)
->
(((a -> b) -> a) -> a -> b) -> a"
"S S S S S";"S S (S S S)";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v.u v (u v (\w.u w (v w))))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S) S S";"S (S S) (S (S S))";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.
 u v (u (\w x.u w x (w (u w) x)) v)
 (v (u v) (u (\w x.u w x (w (u w) x)) v)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S (S S) S";"S S (S S S)";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v.u v (u v (\w.u w (v w))))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S S (S S)";"S (S S) (S (S S))";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.
 u v (u (\w x.u w x (w (u w) x)) v)
 (v (u v) (u (\w x.u w x (w (u w) x)) v)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S S) S";"S (S S S) S";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w)))
(\u v w.u w (v w))";"(\u.u (\v w.u w (v w)) (\v.u v (\w.u w (v w))))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S S)) S";"S (S (S S)) S";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w))))
(\u v w.u w (v w))";"(\u v.u (\w x.u x (w x)) v (u v (u (\w x.u x (w x)) v)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S) (S S)";"S (S S) (S S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v.v (u (\w x.w x (u w x)) v) (u v (u (\w x.w x (u w x)) v)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S (S S S)";"S S (S S S)";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v.u v (u v (\w.u w (v w))))";"Nothing";"Nothing";"Nothing";"Nothing"
"S S (S (S S))";"S S (S (S S))";"(\u v w.u w (v w)) (\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.u v (\w.u v w (v (u v) w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S S S)";"S (S S (S S))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.v (u v) (\w.u v w (v (u v) w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S S) S)";"S (S (S S) S)";"(\u v w.u w (v w))
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
 (\u v w.u w (v w)))";"(\u v.
 v (v (\w x.v x (w x)) (u v)) (u v (v (\w x.v x (w x)) (u v))))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S S (S S))";"S (S S (S S))";"(\u v w.u w (v w))
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.v (u v) (\w.u v w (v (u v) w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S S S))";"S (S (S S S))";"(\u v w.u w (v w))
((\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.u v (v (u v)) (\w.u v w (v (u v) w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"S (S (S (S S)))";"S (S (S (S S)))";"(\u v w.u w (v w))
((\u v w.u w (v w))
 ((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))))";"(\u v w.u v (v (u v)) w (v (u v) (u v (v (u v))) w))";"(((((a -> b -> c) -> a -> b) -> a -> b -> c)
  ->
  (a -> b -> c) -> a -> b)
 ->
 ((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((((a -> b -> c) -> a -> b) -> a -> b -> c)
 ->
 (a -> b -> c) -> a -> b)
->
a -> c";"(((((a -> b -> c) -> a -> b) -> a -> b -> c)
  ->
  (a -> b -> c) -> a -> b)
 ->
 ((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((((a -> b -> c) -> a -> b) -> a -> b -> c)
 ->
 (a -> b -> c) -> a -> b)
->
a -> c";"(((((a -> b -> c) -> a -> b) -> a -> b -> c)
  ->
  (a -> b -> c) -> a -> b)
 ->
 ((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((((a -> b -> c) -> a -> b) -> a -> b -> c)
 ->
 (a -> b -> c) -> a -> b)
->
a -> c";"(((((a -> b -> c) -> a -> b) -> a -> b -> c)
  ->
  (a -> b -> c) -> a -> b)
 ->
 ((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((((a -> b -> c) -> a -> b) -> a -> b -> c)
 ->
 (a -> b -> c) -> a -> b)
->
a -> c"
"K K K K K K";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"K (K K) K K K";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"K K (K K) K K";"K";"(\u v.u)";"(\u v.u)";"a -> b -> a";"a -> b -> a";"a -> b -> a";"a -> b -> a"
"K K K (K K) K";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"K K K K (K K)";"K";"(\u v.u)";"(\u v.u)";"a -> b -> a";"a -> b -> a";"a -> b -> a";"a -> b -> a"
"K (K K K) K K";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"K (K (K K)) K K";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"K (K K) (K K) K";"K";"(\u v.u)";"(\u v.u)";"a -> b -> a";"a -> b -> a";"a -> b -> a";"a -> b -> a"
"K (K K) K (K K)";"K";"(\u v.u)";"(\u v.u)";"a -> b -> a";"a -> b -> a";"a -> b -> a";"a -> b -> a"
"K K (K K K) K";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
